crane_id,equipment_type,date,crane_operation_hours,fuel_consumption_litres,fuel_consumption_kWh,maintenance_status,operator_id,number_of_moves
RTG10,RTG,2026-01-26,19.21,258.8,0,Under Repair,OP_136,384
RTG11,RTG,2026-01-26,21.67,370.54,0,Good,OP_140,390
RTG12,RTG,2026-01-26,14.56,193.62,0,Due,OP_127,247
RTG13,RTG,2026-01-26,17.08,228.04,0,Due,OP_143,273
RTG14,RTG,2026-01-26,19.48,241.15,0,Due,OP_122,389
RTG15,RTG,2026-01-26,16.46,266.49,0,Good,OP_140,279
RTG16,RTG,2026-01-26,15.13,259.85,0,Good,OP_138,302
RTG17,RTG,2026-01-26,17.32,257.51,0,Good,OP_132,277
RTG18,RTG,2026-01-26,17.2,302.81,0,Under Repair,OP_113,326
RTG19,RTG,2026-01-26,18.31,298.77,0,Good,OP_132,347
RTG20,RTG,2026-01-26,16.94,293.65,0,Under Repair,OP_118,287
RTG21,RTG,2026-01-26,15.47,252.08,0,Good,OP_133,309
RTG22,RTG,2026-01-26,18.32,238.68,0,Good,OP_145,366
RTG23,RTG,2026-01-26,15.86,247.75,0,Good,OP_103,253
RTG24,RTG,2026-01-26,13.47,191.78,0,Due,OP_135,228
RTG25,RTG,2026-01-26,12.99,218.46,0,Good,OP_122,233
RTG26,RTG,2026-01-26,12.53,196.46,0,Good,OP_134,238
RTG27,RTG,2026-01-26,19.5,290.43,0,Good,OP_116,351
RTG28,RTG,2026-01-26,13.47,199.76,0,Due,OP_120,228
RTG29,RTG,2026-01-26,18.25,258.29,0,Good,OP_128,346
RTG30,RTG,2026-01-26,19.96,249.08,0,Good,OP_137,379
RTG31,RTG,2026-01-26,18.22,283.62,0,Due,OP_131,346
RTG32,RTG,2026-01-26,19.71,252.04,0,Due,OP_111,374
RTG33,RTG,2026-01-26,16.53,199.57,0,Good,OP_121,314
RTG34,RTG,2026-01-26,19.53,288.85,0,Good,OP_129,390
RTG35,RTG,2026-01-26,17.53,229.64,0,Good,OP_114,350
RTG36,RTG,2026-01-26,18.29,263.24,0,Due,OP_126,274
QC01,Quay Crane,2026-01-27,16.14,0,2821.86,Due,OP_101,484
QC02,Quay Crane,2026-01-27,17.26,0,3172.6,Good,OP_116,466
QC03,Quay Crane,2026-01-27,21.48,0,3252.12,Good,OP_137,537
QC04,Quay Crane,2026-01-27,13.74,0,2272.19,Good,OP_131,412
QC05,Quay Crane,2026-01-27,16.71,0,2677.39,Under Repair,OP_117,451
QC06,Quay Crane,2026-01-27,19.56,0,3551.84,Good,OP_125,567
QC07,Quay Crane,2026-01-27,14.92,0,2573.07,Good,OP_138,417
QC08,Quay Crane,2026-01-27,13.98,0,2385.73,Good,OP_142,377
QC09,Quay Crane,2026-01-27,16.87,0,3067.48,Under Repair,OP_117,506
QC10,Quay Crane,2026-01-27,16.57,0,3058.87,Good,OP_150,497
QC11,Quay Crane,2026-01-27,12.82,0,2306.81,Under Repair,OP_101,346
QC12,Quay Crane,2026-01-27,18.98,0,3429.34,Good,OP_139,531
RTG01,RTG,2026-01-27,17.96,297.27,0,Due,OP_127,341
RTG02,RTG,2026-01-27,20.81,273.83,0,Under Repair,OP_146,374
RTG03,RTG,2026-01-27,21.88,378.56,0,Due,OP_106,328
RTG04,RTG,2026-01-27,15.2,251.01,0,Under Repair,OP_136,273
RTG05,RTG,2026-01-27,16,205.14,0,Good,OP_134,288
RTG06,RTG,2026-01-27,20.63,345.05,0,Under Repair,OP_140,391
RTG07,RTG,2026-01-27,12.54,187.24,0,Good,OP_109,213
RTG08,RTG,2026-01-27,15.09,263.46,0,Under Repair,OP_135,226
RTG09,RTG,2026-01-27,15.14,215.26,0,Good,OP_109,272
RTG10,RTG,2026-01-27,13.13,174.52,0,Good,OP_136,210
RTG11,RTG,2026-01-27,21.53,258.78,0,Good,OP_145,387
RTG12,RTG,2026-01-27,12.32,160.36,0,Good,OP_141,184
RTG13,RTG,2026-01-27,12.67,163.39,0,Good,OP_127,215
RTG14,RTG,2026-01-27,19.13,243.42,0,Good,OP_128,286
RTG15,RTG,2026-01-27,16.73,258.79,0,Due,OP_129,317
RTG16,RTG,2026-01-27,21.41,287.65,0,Good,OP_127,363
RTG17,RTG,2026-01-27,17.36,219.81,0,Good,OP_122,312
RTG18,RTG,2026-01-27,16.95,239.42,0,Good,OP_117,322
RTG19,RTG,2026-01-27,15,240.83,0,Good,OP_109,255
RTG20,RTG,2026-01-27,19.26,307.86,0,Due,OP_137,308
RTG21,RTG,2026-01-27,19.85,348.18,0,Good,OP_131,377
RTG22,RTG,2026-01-27,13.88,207.36,0,Good,OP_102,277
RTG23,RTG,2026-01-27,13.19,215.02,0,Good,OP_112,197
RTG24,RTG,2026-01-27,14.09,247.8,0,Due,OP_106,239
RTG25,RTG,2026-01-27,15.5,260.02,0,Good,OP_117,232
RTG26,RTG,2026-01-27,18.74,236.06,0,Good,OP_111,318
RTG27,RTG,2026-01-27,19.95,327.16,0,Good,OP_103,379
RTG28,RTG,2026-01-27,16.84,224.27,0,Due,OP_140,336
RTG29,RTG,2026-01-27,19.13,233.54,0,Under Repair,OP_124,363
RTG30,RTG,2026-01-27,17.72,253.6,0,Under Repair,OP_137,354
RTG31,RTG,2026-01-27,12.02,188.65,0,Due,OP_111,240
RTG32,RTG,2026-01-27,16.47,272.73,0,Good,OP_144,296
RTG33,RTG,2026-01-27,20.52,324.06,0,Under Repair,OP_130,389
RTG34,RTG,2026-01-27,18.58,297.97,0,Good,OP_138,297
RTG35,RTG,2026-01-27,12.41,210.68,0,Due,OP_138,210
RTG36,RTG,2026-01-27,,191.19,0,Good,OP_108,258
QC01,Quay Crane,2026-01-28,18.4,0,2776.28,Good,OP_123,478
QC02,Quay Crane,2026-01-28,19.34,0,3582.81,Good,OP_133,580
QC03,Quay Crane,2026-01-28,20,0,3724.49,Good,OP_116,540
QC04,Quay Crane,2026-01-28,14.11,0,2638.01,Good,OP_141,409
QC05,Quay Crane,2026-01-28,13.02,0,2215.47,Due,OP_133,351
QC06,Quay Crane,2026-01-28,14.13,0,2359.61,Due,OP_142,381
QC07,Quay Crane,2026-01-28,15.45,0,3082.55,Good,OP_150,386
QC08,Quay Crane,2026-01-28,12.82,0,2345.76,Good,OP_101,371
QC09,Quay Crane,2026-01-28,19.34,0,3762.74,Due,OP_146,502
QC10,Quay Crane,2026-01-28,20.05,0,3344.89,Good,OP_101,561
QC11,Quay Crane,2026-01-28,,0,2550.72,Due,OP_117,420
QC12,Quay Crane,2026-01-28,13.09,0,2420.21,Good,OP_132,327
RTG01,RTG,2026-01-28,14.82,228.39,0,Under Repair,OP_106,251
RTG02,RTG,2026-01-28,14.63,185.47,0,Due,OP_146,277
RTG03,RTG,2026-01-28,13.4,233.62,0,Good,OP_139,201
RTG04,RTG,2026-01-28,16.73,281.09,0,Under Repair,OP_141,267
RTG05,RTG,2026-01-28,17.02,235.22,0,Good,OP_130,340
RTG06,RTG,2026-01-28,15.28,245.97,0,Good,OP_117,244
RTG07,RTG,2026-01-28,17,224.88,0,Due,OP_133,306
RTG08,RTG,2026-01-28,15.22,232.64,0,Under Repair,OP_148,289
RTG09,RTG,2026-01-28,19.01,249.27,0,Good,OP_135,323
RTG10,RTG,2026-01-28,19.65,259.65,0,Good,OP_112,353
RTG11,RTG,2026-01-28,20.48,351.58,0,Good,OP_140,368
RTG12,RTG,2026-01-28,13.48,228.7,0,Good,OP_117,202
RTG13,RTG,2026-01-28,19.18,324.02,0,Good,OP_104,383
RTG14,RTG,2026-01-28,19.21,268.15,0,Due,OP_142,384
RTG15,RTG,2026-01-28,14.8,181.49,0,Good,OP_121,266
RTG16,RTG,2026-01-28,16.64,256.52,0,Good,OP_106,249
RTG17,RTG,2026-01-28,18.22,269.22,0,Good,OP_144,346
RTG18,RTG,2026-01-28,16.39,280.38,0,Under Repair,OP_132,262
RTG19,RTG,2026-01-28,13.3,168.27,0,Due,OP_147,239
RTG20,RTG,2026-01-28,18.27,309.38,0,Good,OP_127,328
RTG21,RTG,2026-01-28,17.34,307.92,0,Good,OP_150,329
RTG22,RTG,2026-01-28,14.29,193.33,0,Good,OP_133,271
RTG23,RTG,2026-01-28,14.06,229.13,0,Due,OP_134,253
RTG24,RTG,2026-01-28,16.49,241.09,0,Good,OP_143,280
RTG25,RTG,2026-01-28,18.73,323.57,0,Due,OP_123,374
RTG26,RTG,2026-01-28,21.62,279.32,0,Due,OP_137,410
RTG27,RTG,2026-01-28,12.75,207.15,0,Good,OP_125,229
RTG28,RTG,2026-01-28,18.1,322.89,0,Good,OP_105,362
RTG29,RTG,2026-01-28,12.92,156.75,0,Due,OP_146,206
RTG30,RTG,2026-01-28,13.15,186.42,0,Due,OP_123,249
RTG31,RTG,2026-01-28,16.08,251.59,0,Under Repair,OP_125,273
RTG32,RTG,2026-01-28,12.31,167.03,0,Good,OP_126,209
RTG33,RTG,2026-01-28,19.91,242.77,0,Good,OP_109,338
RTG34,RTG,2026-01-28,20.8,348.2,0,Good,OP_109,395
RTG35,RTG,2026-01-28,16.49,271.61,0,Good,OP_116,280
RTG36,RTG,2026-01-28,19.93,266.92,0,Due,OP_111,338
QC01,Quay Crane,2026-01-29,21.17,0,3941.66,Due,OP_139,592
QC02,Quay Crane,2026-01-29,12.95,0,1973.89,Due,OP_118,388
QC03,Quay Crane,2026-01-29,16.06,0,2518.76,Good,OP_107,401
QC04,Quay Crane,2026-01-29,17.88,0,2693,Good,OP_135,482
QC05,Quay Crane,2026-01-29,17.43,0,2976.41,Good,OP_141,522
QC06,Quay Crane,2026-01-29,12.31,0,2213.37,Due,OP_127,307
QC07,Quay Crane,2026-01-29,15.5,0,3062.4,Under Repair,OP_142,418
QC08,Quay Crane,2026-01-29,21.8,0,4336.99,Under Repair,OP_137,588
QC09,Quay Crane,2026-01-29,13.37,0,2362.34,Good,OP_146,334
QC10,Quay Crane,2026-01-29,16.85,0,3141.29,Good,OP_134,505
QC11,Quay Crane,2026-01-29,14.67,0,2234.85,Good,OP_121,381
QC12,Quay Crane,2026-01-29,12.95,0,2026.46,Due,OP_131,362
RTG01,RTG,2026-01-29,15.88,254.03,0,Good,OP_105,301
RTG02,RTG,2026-01-29,20.87,369.15,0,Good,OP_114,396
RTG03,RTG,2026-01-29,13.7,206.9,0,Good,OP_126,232
RTG04,RTG,2026-01-29,16.66,211.35,0,Due,OP_141,299
RTG05,RTG,2026-01-29,12.78,208.78,0,Good,OP_106,217
RTG06,RTG,2026-01-29,18.1,234.91,0,Good,OP_110,325
RTG07,RTG,2026-01-29,19.37,254.99,0,Good,OP_124,348
RTG08,RTG,2026-01-29,15.74,214.02,0,Under Repair,OP_139,236
RTG09,RTG,2026-01-29,16.84,282.46,0,Good,OP_100,303
RTG10,RTG,2026-01-29,17.89,226.45,0,Good,OP_129,268
RTG11,RTG,2026-01-29,19.86,322.99,0,Under Repair,OP_141,377
RTG12,RTG,2026-01-29,15.92,276.43,0,Good,OP_141,238
RTG13,RTG,2026-01-29,17.32,219.8,0,Good,OP_133,294
RTG14,RTG,2026-01-29,12.33,174.01,0,Good,OP_121,246
RTG15,RTG,2026-01-29,16.86,282.22,0,Good,OP_140,303
RTG16,RTG,2026-01-29,16.2,282.4,0,Good,OP_146,291
RTG17,RTG,2026-01-29,13.7,185.11,0,Due,OP_116,219
RTG18,RTG,2026-01-29,14.84,204.4,0,Good,OP_143,237
RTG19,RTG,2026-01-29,21.04,286.43,0,Good,OP_127,336
RTG20,RTG,2026-01-29,21.3,265.32,0,Good,OP_142,319
RTG21,RTG,2026-01-29,19.82,263.57,0,Due,OP_134,297
RTG22,RTG,2026-01-29,14.54,246.92,0,Under Repair,OP_137,290
RTG23,RTG,2026-01-29,21.09,364.29,0,Under Repair,OP_144,358
RTG24,RTG,2026-01-29,19.89,275.33,0,Under Repair,OP_148,338
RTG25,RTG,2026-01-29,17.84,286.76,0,Good,OP_109,285
RTG26,RTG,2026-01-29,18.38,224.85,0,Good,OP_119,312
RTG27,RTG,2026-01-29,21.42,272.82,0,Good,OP_131,364
RTG28,RTG,2026-01-29,14.75,210.15,0,Under Repair,OP_146,236
RTG29,RTG,2026-01-29,21.36,304.82,0,Due,OP_145,384
RTG30,RTG,2026-01-29,18.75,246.86,0,Under Repair,OP_149,281
RTG31,RTG,2026-01-29,18.14,288.48,0,Good,OP_107,308
RTG32,RTG,2026-01-29,15.69,255.89,0,Under Repair,OP_133,266
RTG33,RTG,2026-01-29,20.98,349.54,0,Under Repair,OP_118,335
RTG34,RTG,2026-01-29,19.07,295.98,0,Good,OP_112,286
RTG35,RTG,2026-01-29,19.33,324.31,0,Good,OP_102,386
RTG36,RTG,2026-01-29,16.43,260.94,0,Good,OP_137,295
QC01,Quay Crane,2026-01-30,16.76,0,3008.19,Due,OP_126,419
QC02,Quay Crane,2026-01-30,16.28,0,2795.15,Good,OP_103,423
QC03,Quay Crane,2026-01-30,18.22,0,2991.1,Good,OP_100,510
QC04,Quay Crane,2026-01-30,19.5,0,3098.09,Good,OP_103,487
QC05,Quay Crane,2026-01-30,13.43,0,2651.69,Good,OP_127,376
QC06,Quay Crane,2026-01-30,18,0,3386.1,Under Repair,OP_127,486
QC07,Quay Crane,2026-01-30,20.37,0,3581.33,Under Repair,OP_105,590
QC08,Quay Crane,2026-01-30,12.49,0,2329.5,Due,OP_100,324
QC09,Quay Crane,2026-01-30,19.13,0,3307.84,Good,OP_144,554
QC10,Quay Crane,2026-01-30,20.27,0,4005.69,Under Repair,OP_115,527
QC11,Quay Crane,2026-01-30,13.67,0,2168.15,Under Repair,OP_108,410
QC12,Quay Crane,2026-01-30,17.83,0,2780.16,Due,OP_131,534
RTG01,RTG,2026-01-30,21.45,332.97,0,Under Repair,OP_112,407
RTG02,RTG,2026-01-30,13.87,244.58,0,Under Repair,OP_108,277
RTG03,RTG,2026-01-30,18.13,270.09,0,Good,OP_129,271
RTG04,RTG,2026-01-30,12.66,153.61,0,Good,OP_136,202
RTG05,RTG,2026-01-30,13.93,211.84,0,Under Repair,OP_148,278
RTG06,RTG,2026-01-30,15.07,191.63,0,Under Repair,OP_146,226
RTG07,RTG,2026-01-30,15.86,266.74,0,Good,OP_118,269
RTG08,RTG,2026-01-30,21.08,375.14,0,Good,OP_139,400
RTG09,RTG,2026-01-30,21.93,389.24,0,Good,OP_109,372
RTG10,RTG,2026-01-30,21.25,268.65,0,Due,OP_123,382
RTG11,RTG,2026-01-30,15.35,220.07,0,Due,OP_124,230
RTG12,RTG,2026-01-30,14.57,221.29,0,Good,OP_112,276
RTG13,RTG,2026-01-30,20.02,308.72,0,Good,OP_140,340
RTG14,RTG,2026-01-30,17.76,310.97,0,Good,OP_138,284
RTG15,RTG,2026-01-30,20.44,329.61,0,Good,OP_107,347
RTG16,RTG,2026-01-30,19.73,350.57,0,Good,OP_112,374
RTG17,RTG,2026-01-30,18.09,256.25,0,Under Repair,OP_119,361
RTG18,RTG,2026-01-30,20.74,274.28,0,Good,OP_105,331
RTG19,RTG,2026-01-30,17.83,319.11,0,Good,OP_131,356
RTG20,RTG,2026-01-30,15.26,190.42,0,Good,OP_144,305
RTG21,RTG,2026-01-30,12.6,207.34,0,Good,OP_132,201
RTG22,RTG,2026-01-30,20.62,346.15,0,Good,OP_141,391
RTG23,RTG,2026-01-30,21.82,338.46,0,Good,OP_131,327
RTG24,RTG,2026-01-30,18.28,238.26,0,Under Repair,OP_110,347
RTG25,RTG,2026-01-30,12.31,183.79,0,Good,OP_121,196
RTG26,RTG,2026-01-30,16.41,278.38,0,Due,OP_121,246
RTG27,RTG,2026-01-30,16.49,209.55,0,Good,OP_143,313
RTG28,RTG,2026-01-30,16.2,285.38,0,Good,OP_126,307
RTG29,RTG,2026-01-30,20.98,304.17,0,Due,OP_102,314
RTG30,RTG,2026-01-30,20.86,354.23,0,Due,OP_122,312
RTG31,RTG,2026-01-30,15.53,264.37,0,Good,OP_132,279
RTG32,RTG,2026-01-30,18.53,310.18,0,Good,OP_118,370
RTG33,RTG,2026-01-30,21.32,275.77,0,Good,OP_125,383
RTG34,RTG,2026-01-30,16.02,205.22,0,Under Repair,OP_128,240
RTG35,RTG,2026-01-30,17.06,296.34,0,Under Repair,OP_110,341
RTG36,RTG,2026-01-30,19.85,256.47,0,Under Repair,OP_140,337
QC01,Quay Crane,2026-01-31,21.24,0,3637.28,Good,OP_131,637
QC02,Quay Crane,2026-01-31,13.01,0,2356.49,Good,OP_130,377
QC03,Quay Crane,2026-01-31,16.51,0,3168.18,Under Repair,OP_129,478
QC04,Quay Crane,2026-01-31,14.34,0,2156.29,Due,OP_138,401
QC05,Quay Crane,2026-01-31,13.38,0,2444.86,Due,OP_147,361
QC06,Quay Crane,2026-01-31,12.22,0,2061.73,Under Repair,OP_150,342
QC07,Quay Crane,2026-01-31,15.49,0,2343.43,Due,OP_115,387
QC08,Quay Crane,2026-01-31,18.57,0,3456.45,Under Repair,OP_141,501
QC09,Quay Crane,2026-01-31,16.59,0,2504.47,Due,OP_128,481
QC10,Quay Crane,2026-01-31,19.29,0,3583.77,Due,OP_103,540
QC11,Quay Crane,2026-01-31,13.2,0,2313.51,Good,OP_136,330
QC12,Quay Crane,2026-01-31,14.15,0,2795.28,Good,OP_100,410
RTG01,RTG,2026-01-31,21.73,334.4,0,Good,OP_135,391
RTG02,RTG,2026-01-31,18.28,271.15,0,Good,OP_138,274
RTG03,RTG,2026-01-31,21.24,280.8,0,Good,OP_115,339
RTG04,RTG,2026-01-31,19.39,341.84,0,Under Repair,OP_124,349
RTG05,RTG,2026-01-31,13.18,173.97,0,Good,OP_142,250
RTG06,RTG,2026-01-31,12.44,199.64,0,Good,OP_123,236
RTG07,RTG,2026-01-31,21.37,277.15,0,Due,OP_149,320
RTG08,RTG,2026-01-31,13.76,180.1,0,Due,OP_148,206
RTG09,RTG,2026-01-31,15.55,200.82,0,Good,OP_112,248
RTG10,RTG,2026-01-31,21.06,349.94,0,Good,OP_140,400
RTG11,RTG,2026-01-31,20.46,361.39,0,Good,OP_129,327
RTG12,RTG,2026-01-31,19.23,284.79,0,Under Repair,OP_109,384
RTG13,RTG,2026-01-31,17.44,299.41,0,Due,OP_133,313
RTG14,RTG,2026-01-31,18.4,296.66,0,Good,OP_138,368
RTG15,RTG,2026-01-31,12.19,166.56,0,Good,OP_148,231
RTG16,RTG,2026-01-31,15.49,260.12,0,Good,OP_124,247
RTG17,RTG,2026-01-31,15.09,262.2,0,Due,OP_143,241
RTG18,RTG,2026-01-31,17.02,256.58,0,Good,OP_112,340
RTG19,RTG,2026-01-31,19.07,259.02,0,Good,OP_129,305
RTG20,RTG,2026-01-31,20.18,333.34,0,Good,OP_136,322
RTG21,RTG,2026-01-31,19.29,261.5,0,Good,OP_119,327
RTG22,RTG,2026-01-31,18.74,322.87,0,Good,OP_138,337
RTG23,RTG,2026-01-31,17.81,259.77,0,Good,OP_128,356
RTG24,RTG,2026-01-31,15.78,216.9,0,Good,OP_115,236
RTG25,RTG,2026-01-31,15.43,200.13,0,Under Repair,OP_113,246
RTG26,RTG,2026-01-31,16.59,254.07,0,Good,OP_115,248
RTG27,RTG,2026-01-31,,323.06,0,Good,OP_111,319
RTG28,RTG,2026-01-31,17.54,232.83,0,Under Repair,OP_107,298
RTG29,RTG,2026-01-31,17.86,228.81,0,Good,OP_136,285
RTG30,RTG,2026-01-31,21.46,290.5,0,Good,OP_150,386
RTG31,RTG,2026-01-31,21.01,356.76,0,Under Repair,OP_121,420
RTG32,RTG,2026-01-31,14.78,235.66,0,Good,OP_118,295
RTG33,RTG,2026-01-31,19.52,275.41,0,Good,OP_102,292
RTG34,RTG,2026-01-31,21.49,262.98,0,Good,OP_103,343
RTG35,RTG,2026-01-31,16.84,235.01,0,Good,OP_103,252
RTG36,RTG,2026-01-31,16.49,287.97,0,Good,OP_125,329
QC01,Quay Crane,2026-02-01,20.41,0,3291.25,Good,OP_113,530
QC02,Quay Crane,2026-02-01,20.9,0,3550.29,Good,OP_106,585
QC03,Quay Crane,2026-02-01,18.87,0,3572,Good,OP_145,566
QC04,Quay Crane,2026-02-01,16.54,0,3089.03,Good,OP_113,413
QC05,Quay Crane,2026-02-01,13.8,0,2739.5,Good,OP_109,386
QC06,Quay Crane,2026-02-01,17.75,0,2851.08,Due,OP_138,461
QC07,Quay Crane,2026-02-01,17.15,0,3076.9,Good,OP_115,428
QC08,Quay Crane,2026-02-01,12,0,1953.9,Due,OP_131,324
QC09,Quay Crane,2026-02-01,19.65,0,3184.9,Good,OP_127,530
QC10,Quay Crane,2026-02-01,16.28,0,2674.45,Under Repair,OP_121,423
QC11,Quay Crane,2026-02-01,13.28,0,2098.88,Good,OP_123,345
QC12,Quay Crane,2026-02-01,16.09,0,2738.87,Due,OP_121,466
RTG01,RTG,2026-02-01,18.34,236.36,0,Good,OP_136,348
RTG02,RTG,2026-02-01,21.96,369.23,0,Good,OP_139,373
RTG03,RTG,2026-02-01,19.21,345.76,0,Good,OP_146,326
RTG04,RTG,2026-02-01,14.9,259.11,0,Good,OP_142,223
RTG05,RTG,2026-02-01,14.97,237.42,0,Good,OP_139,269
RTG06,RTG,2026-02-01,19.66,267.97,0,Good,OP_141,393
RTG07,RTG,2026-02-01,19.93,307.65,0,Good,OP_144,338
RTG08,RTG,2026-02-01,18.09,243.6,0,Good,OP_130,343
RTG09,RTG,2026-02-01,12.59,171.01,0,Under Repair,OP_105,214
RTG10,RTG,2026-02-01,15.27,212.86,0,Good,OP_147,229
RTG11,RTG,2026-02-01,20.83,310.26,0,Good,OP_129,395
RTG12,RTG,2026-02-01,12.76,210.04,0,Good,OP_127,242
RTG13,RTG,2026-02-01,14.49,243.51,0,Under Repair,OP_113,260
RTG14,RTG,2026-02-01,13.65,220.19,0,Under Repair,OP_114,245
RTG15,RTG,2026-02-01,17.36,261.62,0,Under Repair,OP_124,347
RTG16,RTG,2026-02-01,13.48,182.14,0,Under Repair,OP_125,215
RTG17,RTG,2026-02-01,12.16,209.18,0,Good,OP_115,231
RTG18,RTG,2026-02-01,13.67,203.71,0,Good,OP_128,259
RTG19,RTG,2026-02-01,20.73,280.04,0,Good,OP_118,352
RTG20,RTG,2026-02-01,16.71,208.35,0,Due,OP_141,300
RTG21,RTG,2026-02-01,19.71,261.23,0,Good,OP_119,335
RTG22,RTG,2026-02-01,19.17,260.87,0,Good,OP_143,325
RTG23,RTG,2026-02-01,17.57,219.17,0,Good,OP_123,316
RTG24,RTG,2026-02-01,17.25,225.75,0,Good,OP_108,276
RTG25,RTG,2026-02-01,12.75,153.49,0,Good,OP_127,242
RTG26,RTG,2026-02-01,13.54,232.61,0,Good,OP_145,257
RTG27,RTG,2026-02-01,13.52,227.81,0,Good,OP_134,229
RTG28,RTG,2026-02-01,15.35,200.49,0,Good,OP_130,307
RTG29,RTG,2026-02-01,18.38,235.24,0,Good,OP_125,275
RTG30,RTG,2026-02-01,13.82,190.1,0,Good,OP_133,276
RTG31,RTG,2026-02-01,19.77,274.63,0,Under Repair,OP_133,395
RTG32,RTG,2026-02-01,12.76,189.98,0,Good,OP_148,255
RTG33,RTG,2026-02-01,13.43,201.15,0,Under Repair,OP_106,268
RTG34,RTG,2026-02-01,20.3,364.82,0,Due,OP_130,304
RTG35,RTG,2026-02-01,17.89,284.36,0,Due,OP_132,286
RTG36,RTG,2026-02-01,12.9,204.65,0,Due,OP_140,219
QC01,Quay Crane,2026-02-02,12.59,0,2420.72,Good,OP_139,339
QC02,Quay Crane,2026-02-02,13.9,0,2330.59,Good,OP_122,375
QC03,Quay Crane,2026-02-02,13.89,0,2712.47,Under Repair,OP_146,388
QC04,Quay Crane,2026-02-02,15.29,0,2636.79,Good,OP_123,428
QC05,Quay Crane,2026-02-02,18.08,0,3550.41,Good,OP_114,524
QC06,Quay Crane,2026-02-02,17.74,0,3081.61,Good,OP_144,461
QC07,Quay Crane,2026-02-02,20.41,0,3679.85,Due,OP_123,551
QC08,Quay Crane,2026-02-02,16.82,0,2537.81,Good,OP_107,454
QC09,Quay Crane,2026-02-02,15.42,0,2431.72,Due,OP_100,400
QC10,Quay Crane,2026-02-02,15.32,0,2710.78,Under Repair,OP_100,428
QC11,Quay Crane,2026-02-02,13.05,0,2565.77,Good,OP_149,365
QC12,Quay Crane,2026-02-02,14.38,0,2344.14,Good,OP_133,359
RTG01,RTG,2026-02-02,17.64,306.52,0,Good,OP_135,282
RTG02,RTG,2026-02-02,13.06,164.17,0,Good,OP_114,235
RTG03,RTG,2026-02-02,19.8,238.35,0,Good,OP_136,297
RTG04,RTG,2026-02-02,19.53,303.75,0,Good,OP_109,371
RTG05,RTG,2026-02-02,16.5,258.96,0,Good,OP_133,264
RTG06,RTG,2026-02-02,20.83,360.87,0,Under Repair,OP_120,416
RTG07,RTG,2026-02-02,18.97,228.12,0,Due,OP_108,284
RTG08,RTG,2026-02-02,21.11,260.76,0,Good,OP_113,316
RTG09,RTG,2026-02-02,20.54,283.54,0,Good,OP_138,349
RTG10,RTG,2026-02-02,15.51,249.33,0,Good,OP_112,248
RTG11,RTG,2026-02-02,18.39,270.22,0,Good,OP_146,349
RTG12,RTG,2026-02-02,12.4,199.85,0,Good,OP_129,198
RTG13,RTG,2026-02-02,20.44,305.54,0,Under Repair,OP_136,306
RTG14,RTG,2026-02-02,14.17,205.07,0,Due,OP_108,240
RTG15,RTG,2026-02-02,19.62,324.61,0,Good,OP_136,313
RTG16,RTG,2026-02-02,14.33,230.72,0,Good,OP_127,257
RTG17,RTG,2026-02-02,12.54,164.64,0,Good,OP_124,238
RTG18,RTG,2026-02-02,21.36,258.29,0,Good,OP_148,341
RTG19,RTG,2026-02-02,21.92,289.94,0,Good,OP_120,328
RTG20,RTG,2026-02-02,19.82,323.42,0,Good,OP_148,356
RTG21,RTG,2026-02-02,17.58,220.77,0,Good,OP_102,263
RTG22,RTG,2026-02-02,17.11,249.36,0,Under Repair,OP_107,273
RTG23,RTG,2026-02-02,14.33,229.3,0,Good,OP_135,229
RTG24,RTG,2026-02-02,19.21,249.71,0,Good,OP_118,326
RTG25,RTG,2026-02-02,13.03,184.86,0,Good,OP_135,208
RTG26,RTG,2026-02-02,14.54,237.05,0,Due,OP_100,218
RTG27,RTG,2026-02-02,20.52,285.34,0,Good,OP_142,389
RTG28,RTG,2026-02-02,17.58,226.06,0,Good,OP_137,298
RTG29,RTG,2026-02-02,21.16,344.67,0,Good,OP_138,359
RTG30,RTG,2026-02-02,17.47,280.48,0,Good,OP_139,279
RTG31,RTG,2026-02-02,18.91,265.65,0,Under Repair,OP_137,359
RTG32,RTG,2026-02-02,17.78,292.28,0,Due,OP_119,302
RTG33,RTG,2026-02-02,14.48,246.26,0,Good,OP_139,246
RTG34,RTG,2026-02-02,13.02,221.54,0,Good,OP_135,195
RTG35,RTG,2026-02-02,13.43,218,0,Good,OP_140,228
RTG36,RTG,2026-02-02,19.66,276.47,0,Good,OP_104,373
QC01,Quay Crane,2026-02-03,15.4,0,2488.75,Under Repair,OP_145,385
QC02,Quay Crane,2026-02-03,21.49,0,4282.53,Good,OP_106,558
QC03,Quay Crane,2026-02-03,16.85,0,2691.54,Good,OP_133,454
QC04,Quay Crane,2026-02-03,14.14,0,2125.41,Good,OP_106,410
QC05,Quay Crane,2026-02-03,20.78,0,3246.25,Under Repair,OP_143,623
QC06,Quay Crane,2026-02-03,19.06,0,3166.23,Under Repair,OP_117,476
QC07,Quay Crane,2026-02-03,20.71,0,3133.97,Good,OP_121,559
QC08,Quay Crane,2026-02-03,15.6,0,2979.33,Good,OP_145,452
QC09,Quay Crane,2026-02-03,19.67,0,3469.71,Good,OP_117,491
QC10,Quay Crane,2026-02-03,21.46,0,3674.98,Good,OP_114,579
QC11,Quay Crane,2026-02-03,14.57,0,2508.39,Good,OP_117,407
